customer_id,tenure_months,monthly_charges,total_charges,num_products,support_calls_6m,late_payments,contract_type,payment_method,internet_service,online_security,age_group,churned
CUST01482,23,58.94,1234.59,1,10,0,Month-to-month,Credit card,DSL,No,51-65,1
CUST01483,10,61.53,657.89,4,3,1,One year,Credit card,DSL,Yes,26-35,0
CUST01484,1,24.69,25.87,5,2,0,One year,Credit card,No,No internet,65+,0
CUST01485,52,67.81,3312.18,2,1,0,One year,Electronic check,No,Yes,51-65,0
CUST01486,60,114.87,6540.71,4,5,5,Month-to-month,Bank transfer,DSL,No internet,65+,1
CUST01487,18,107.88,1755.81,2,1,3,One year,Credit card,Fiber optic,No,18-25,1
CUST01488,29,102.85,2777.17,4,4,0,Month-to-month,Mailed check,No,Yes,36-50,0
CUST01489,9,61.38,548.27,3,0,0,Month-to-month,Bank transfer,No,No internet,18-25,0
CUST01490,30,85.86,2821.79,2,8,1,One year,Mailed check,DSL,Yes,51-65,1
CUST01491,31,66.11,1951.05,5,9,2,Month-to-month,Bank transfer,Fiber optic,Yes,65+,1
CUST01492,54,96.16,4941.46,5,4,3,One year,Mailed check,No,Yes,18-25,1
CUST01493,10,50.91,557.07,2,0,1,One year,Credit card,No,No internet,65+,0
CUST01494,4,52.05,208.19,1,5,0,Two year,Credit card,No,No,26-35,1
CUST01495,62,73.06,4918.43,1,2,5,Two year,Credit card,No,Yes,18-25,0
CUST01496,35,115.45,4407.42,4,2,0,One year,Mailed check,No,Yes,26-35,0
CUST01497,19,39.03,742.86,1,8,0,Month-to-month,Electronic check,Fiber optic,No internet,65+,1
CUST01498,63,66.84,3981.32,4,9,3,One year,Electronic check,Fiber optic,Yes,65+,0
CUST01499,19,45.49,855.92,1,1,0,One year,Bank transfer,Fiber optic,No,18-25,0
CUST01500,28,91.05,2511.51,3,6,3,Month-to-month,Electronic check,No,No,26-35,1
CUST01501,27,40.8,1166.92,5,0,2,One year,Bank transfer,DSL,No internet,65+,0
CUST01502,19,77.8,1379.49,3,10,1,Month-to-month,Credit card,DSL,No,65+,1
CUST01503,68,40.27,2558.59,4,3,11,One year,Electronic check,Fiber optic,No internet,36-50,0
CUST01504,20,38.39,763.49,1,1,3,Month-to-month,Mailed check,Fiber optic,No internet,18-25,1
CUST01505,56,88.19,4602.98,5,6,3,Two year,Mailed check,Fiber optic,Yes,26-35,0
CUST01506,42,55.35,2134.71,1,0,5,Month-to-month,Electronic check,No,No internet,36-50,0
CUST01507,17,32.88,601.12,2,0,0,Month-to-month,Mailed check,DSL,No,26-35,0
CUST01508,17,44.06,679.85,5,3,0,One year,Bank transfer,No,No,26-35,0
CUST01509,59,53.09,2947.32,1,6,9,Month-to-month,Credit card,No,Yes,51-65,0
CUST01510,51,42.11,2114.12,4,9,6,Two year,Electronic check,DSL,Yes,26-35,1
CUST01511,1,45.42,43.41,3,1,0,One year,Credit card,Fiber optic,No,36-50,0
CUST01512,60,20.43,1271.34,3,4,5,Two year,Credit card,Fiber optic,No,36-50,0
CUST01513,19,78.01,1456.36,2,8,0,Two year,Bank transfer,Fiber optic,Yes,18-25,1
CUST01514,46,20.61,1008.38,5,6,6,Month-to-month,Credit card,Fiber optic,Yes,36-50,1
CUST01515,48,35.98,1638.8,2,2,8,Month-to-month,Electronic check,No,No internet,26-35,1
CUST01516,59,84.79,5138.64,2,5,4,Two year,Electronic check,Fiber optic,No,26-35,0
CUST01517,44,94.62,4310.13,5,5,0,Month-to-month,Credit card,DSL,No,26-35,0
CUST01518,42,51.93,2262.12,2,7,7,Month-to-month,Mailed check,DSL,Yes,18-25,1
CUST01519,57,47.64,2763.03,2,0,4,One year,Credit card,No,No internet,51-65,0
CUST01520,16,103.68,1636.24,3,2,0,One year,Electronic check,No,No,36-50,0
CUST01521,24,24.52,616.31,3,9,3,One year,Electronic check,Fiber optic,No,65+,1
CUST01522,12,30.7,345.44,4,9,2,One year,Mailed check,Fiber optic,Yes,51-65,1
CUST01523,33,52.51,1860.36,1,1,3,Month-to-month,Electronic check,No,No internet,51-65,1
CUST01524,5,99.8,459.98,3,10,0,Month-to-month,Mailed check,No,No internet,65+,1
CUST01525,49,26.08,1384.09,2,4,7,One year,Credit card,DSL,No internet,65+,1
CUST01526,67,78.67,5504.41,1,10,7,Two year,Credit card,No,Yes,65+,1
CUST01527,62,77.73,5166.54,5,2,7,Month-to-month,Electronic check,No,No,18-25,1
CUST01528,29,41.12,1234.64,5,8,2,One year,Mailed check,No,No internet,18-25,1
CUST01529,70,97.3,6481.62,2,9,7,One year,Bank transfer,DSL,No internet,65+,1
CUST01530,2,84.5,167.99,4,9,0,Two year,Electronic check,Fiber optic,No,51-65,1
CUST01531,33,106.95,3395.03,1,0,3,One year,Bank transfer,No,No,26-35,0
CUST01532,50,84.02,4559.14,3,10,3,One year,Credit card,No,No,18-25,1
CUST01533,34,44.95,1552.67,5,3,4,Two year,Electronic check,No,No internet,65+,1
CUST01534,7,66.21,473.29,5,6,1,Two year,Bank transfer,No,No,36-50,1
CUST01535,54,86.6,4954.52,1,6,7,Two year,Electronic check,DSL,No,18-25,1
CUST01536,63,104.1,6812.01,1,7,10,One year,Mailed check,Fiber optic,Yes,26-35,1
CUST01537,41,85.76,3615.96,1,7,4,Two year,Bank transfer,Fiber optic,No internet,26-35,0
CUST01538,20,39.07,815.08,5,5,2,One year,Electronic check,DSL,No internet,36-50,1
CUST01539,6,92.8,526.09,2,10,1,One year,Bank transfer,DSL,No,26-35,1
CUST01540,41,89.44,3821.74,1,4,4,Two year,Credit card,DSL,Yes,26-35,1
CUST01541,32,46.78,1493.16,3,6,4,One year,Credit card,No,Yes,36-50,1
CUST01542,41,56.81,2419.98,1,2,0,One year,Credit card,DSL,No,36-50,0
CUST01543,34,113.7,4092.31,5,4,3,One year,Credit card,DSL,Yes,65+,1
CUST01544,32,112.72,3677.06,2,7,5,One year,Electronic check,DSL,No,51-65,1
CUST01545,14,110.61,1445.98,2,8,2,Month-to-month,Credit card,Fiber optic,No,36-50,1
CUST01546,37,61.92,2380.38,2,10,0,One year,Electronic check,No,No,18-25,1
CUST01547,17,116.95,1873.73,3,6,0,One year,Mailed check,Fiber optic,No internet,65+,1
CUST01548,40,112.29,4236.83,2,7,3,Two year,Credit card,Fiber optic,No internet,51-65,1
CUST01549,5,22.92,107.22,2,6,0,Two year,Bank transfer,Fiber optic,No internet,18-25,0
CUST01550,24,114.69,2578.47,1,9,3,Month-to-month,Mailed check,DSL,No,65+,1
CUST01551,5,63.17,343.55,4,0,0,One year,Credit card,DSL,Yes,18-25,1
CUST01552,27,78.4,1993.51,3,9,0,Month-to-month,Credit card,Fiber optic,Yes,18-25,0
CUST01553,71,84.91,6252.71,2,9,11,Two year,Credit card,No,No internet,26-35,1
CUST01554,49,98.32,4923.09,1,0,5,Month-to-month,Bank transfer,Fiber optic,Yes,18-25,1
CUST01555,72,32.59,2180.03,2,10,7,One year,Electronic check,DSL,No,18-25,1
CUST01556,41,48.61,2016.79,4,8,4,Two year,Bank transfer,DSL,No,26-35,1
CUST01557,20,35.88,740.6,1,1,1,One year,Credit card,Fiber optic,No,51-65,0
CUST01558,54,56.57,3103.41,2,4,7,One year,Credit card,No,No,36-50,0
CUST01559,57,35.56,2078.66,3,2,5,One year,Bank transfer,Fiber optic,No internet,51-65,0
CUST01560,33,66.93,2229.65,5,4,0,Two year,Electronic check,Fiber optic,No,51-65,0
CUST01561,60,65.81,4238.84,4,1,2,Two year,Mailed check,DSL,No internet,36-50,0
CUST01562,20,59.89,1092.7,5,2,1,Month-to-month,Mailed check,Fiber optic,Yes,51-65,1
CUST01563,4,20.13,75.62,4,1,0,Month-to-month,Electronic check,Fiber optic,No internet,51-65,0
CUST01564,70,71.53,5302.42,1,10,6,Two year,Electronic check,No,Yes,26-35,0
CUST01565,60,78.26,4405.33,1,2,4,Month-to-month,Electronic check,DSL,No,36-50,1
CUST01566,11,103.85,1209.02,1,9,0,One year,Credit card,No,No,18-25,1
CUST01567,16,67.13,1115.35,4,7,0,One year,Bank transfer,DSL,No,51-65,1
CUST01568,14,92.45,1179.06,3,0,1,Two year,Electronic check,No,No,65+,1
CUST01569,49,65.3,2976.79,3,6,1,Two year,Credit card,Fiber optic,Yes,18-25,1
CUST01570,5,112.64,571.16,1,0,0,Two year,Electronic check,DSL,No internet,26-35,1
CUST01571,2,57.22,106.4,3,9,0,Month-to-month,Bank transfer,No,No internet,65+,1
CUST01572,23,23.28,483.18,2,9,3,Two year,Mailed check,Fiber optic,No internet,51-65,1
CUST01573,43,84.0,3877.96,4,5,7,Two year,Electronic check,Fiber optic,Yes,36-50,1
CUST01574,20,58.36,1208.8,5,4,1,One year,Credit card,Fiber optic,No internet,26-35,1
CUST01575,57,49.17,3049.98,3,1,3,Month-to-month,Mailed check,No,Yes,51-65,0
CUST01576,55,99.62,5364.55,5,10,9,Two year,Mailed check,DSL,No internet,36-50,1
CUST01577,44,69.64,2811.92,4,4,0,One year,Electronic check,No,No internet,51-65,0
CUST01578,67,70.91,4537.21,5,9,0,One year,Mailed check,DSL,No,18-25,0
CUST01579,46,64.42,2824.36,1,9,6,Month-to-month,Bank transfer,Fiber optic,No,26-35,1
CUST01580,41,34.54,1399.53,5,1,0,Month-to-month,Electronic check,No,Yes,65+,0
CUST01581,33,61.04,1983.82,5,9,4,Two year,Electronic check,No,Yes,26-35,1
CUST01582,10,44.28,471.74,4,1,0,Two year,Bank transfer,No,No,65+,1
CUST01583,2,107.76,195.69,2,2,0,One year,Bank transfer,Fiber optic,No internet,51-65,1
CUST01584,18,20.87,402.07,3,8,1,One year,Credit card,No,No internet,26-35,1
CUST01585,9,105.39,1006.25,4,10,1,Two year,Electronic check,Fiber optic,No,51-65,1
CUST01586,1,49.47,50.3,4,1,0,Two year,Mailed check,DSL,Yes,36-50,0
CUST01587,56,27.85,1460.77,3,8,0,One year,Electronic check,DSL,No internet,26-35,0
CUST01588,55,64.6,3867.61,4,9,8,Two year,Mailed check,Fiber optic,No,36-50,0
CUST01589,36,52.94,1813.59,4,4,0,Month-to-month,Electronic check,DSL,Yes,65+,0
CUST01590,18,92.2,1686.57,2,6,0,One year,Bank transfer,No,No,36-50,1
CUST01591,9,118.79,1086.52,3,6,0,Two year,Credit card,DSL,Yes,36-50,0
CUST01592,68,48.63,3171.0,5,3,6,One year,Credit card,DSL,No,51-65,0
CUST01593,71,100.33,6604.99,2,3,0,One year,Credit card,No,No,36-50,0
CUST01594,33,71.85,2544.8,2,1,3,One year,Electronic check,DSL,Yes,18-25,1
CUST01595,28,103.7,3170.86,2,10,3,Month-to-month,Mailed check,No,No internet,26-35,1
CUST01596,37,49.83,1980.96,3,6,1,Month-to-month,Bank transfer,No,Yes,26-35,1
CUST01597,70,89.85,6278.86,2,8,7,Two year,Credit card,Fiber optic,No,18-25,0
CUST01598,41,89.7,3529.71,5,8,2,One year,Mailed check,Fiber optic,No internet,36-50,1
CUST01599,11,72.29,720.24,5,10,0,One year,Bank transfer,DSL,Yes,65+,1
CUST01600,70,58.12,4136.75,3,9,4,Two year,Electronic check,DSL,No internet,65+,0
CUST01601,21,119.35,2677.13,3,7,0,One year,Bank transfer,DSL,Yes,18-25,1
CUST01602,29,103.97,2814.66,5,8,4,Two year,Bank transfer,DSL,No internet,26-35,1
CUST01603,3,40.8,120.75,4,8,0,One year,Bank transfer,Fiber optic,No internet,51-65,1
CUST01604,70,58.92,4064.58,5,10,5,One year,Mailed check,DSL,No internet,26-35,1
CUST01605,20,20.63,453.36,4,7,1,One year,Mailed check,DSL,No internet,18-25,1
CUST01606,53,38.2,2039.56,2,4,5,Two year,Electronic check,Fiber optic,Yes,36-50,1
CUST01607,55,37.35,2240.79,2,7,7,Two year,Credit card,DSL,No,36-50,0
CUST01608,28,53.97,1467.78,5,7,1,One year,Bank transfer,No,No internet,26-35,1
CUST01609,22,75.08,1756.09,4,0,2,Two year,Bank transfer,Fiber optic,Yes,26-35,1
CUST01610,43,54.22,2233.7,4,8,3,One year,Credit card,Fiber optic,Yes,18-25,1
CUST01611,54,67.67,3696.51,1,5,9,One year,Electronic check,Fiber optic,No internet,51-65,1
CUST01612,30,72.76,2331.85,3,6,4,One year,Electronic check,No,No internet,51-65,1
CUST01613,64,94.61,5700.49,2,9,1,Two year,Bank transfer,Fiber optic,No internet,65+,1
CUST01614,43,55.22,2357.96,4,0,0,Month-to-month,Bank transfer,No,No internet,36-50,0
CUST01615,41,78.27,3268.65,3,2,3,One year,Credit card,Fiber optic,No,18-25,0
CUST01616,72,79.46,5385.09,1,2,11,Month-to-month,Credit card,No,Yes,26-35,1
CUST01617,65,69.88,4875.73,4,2,8,Month-to-month,Bank transfer,Fiber optic,No,65+,0
CUST01618,7,52.05,392.6,1,0,0,Month-to-month,Bank transfer,Fiber optic,No,26-35,1
CUST01619,42,60.37,2292.72,4,7,2,Two year,Mailed check,DSL,No,51-65,0
CUST01620,47,80.82,3920.13,3,7,4,Two year,Electronic check,No,No internet,36-50,1
CUST01621,48,22.54,1047.86,2,10,6,Month-to-month,Credit card,Fiber optic,Yes,36-50,1
CUST01622,66,56.45,4016.37,3,1,8,Month-to-month,Electronic check,DSL,No internet,36-50,0
CUST01623,19,100.9,1749.05,4,10,1,Month-to-month,Mailed check,No,No,18-25,1
CUST01624,9,81.03,759.87,1,4,1,One year,Bank transfer,DSL,Yes,18-25,1
CUST01625,18,67.36,1184.77,5,4,3,Month-to-month,Credit card,No,No internet,65+,1
CUST01626,19,50.02,866.12,3,10,1,Month-to-month,Electronic check,Fiber optic,Yes,26-35,1
CUST01627,26,119.87,3077.04,3,10,0,Two year,Electronic check,DSL,Yes,18-25,1
CUST01628,71,110.12,7602.26,2,5,7,Month-to-month,Credit card,Fiber optic,No,65+,0
CUST01629,33,28.85,1009.26,2,2,2,One year,Mailed check,DSL,Yes,65+,0
CUST01630,12,115.48,1463.84,2,4,2,One year,Electronic check,Fiber optic,Yes,26-35,1
CUST01631,28,80.08,2325.48,4,2,3,One year,Mailed check,DSL,Yes,51-65,1
CUST01632,31,49.04,1407.26,1,2,0,Two year,Bank transfer,No,Yes,26-35,0
CUST01633,6,29.23,178.61,3,8,0,Month-to-month,Credit card,No,No internet,65+,0
CUST01634,9,77.84,725.42,3,5,0,Month-to-month,Credit card,No,Yes,18-25,1
CUST01635,28,39.22,1074.56,5,3,0,One year,Bank transfer,DSL,No,51-65,1
CUST01636,63,25.38,1535.11,1,7,1,Two year,Credit card,No,Yes,65+,0
CUST01637,62,49.06,2932.86,1,1,3,Two year,Bank transfer,DSL,Yes,26-35,0
CUST01638,35,115.27,3843.62,3,6,0,Two year,Mailed check,Fiber optic,No,18-25,1
CUST01639,64,65.38,4394.48,2,5,10,One year,Bank transfer,DSL,Yes,51-65,1
CUST01640,27,31.77,776.49,2,10,3,Month-to-month,Credit card,No,No internet,18-25,1
CUST01641,41,97.05,4130.28,4,0,1,Two year,Mailed check,DSL,Yes,51-65,0
CUST01642,52,106.96,5030.99,3,9,4,One year,Mailed check,No,No internet,26-35,1
CUST01643,18,118.68,2028.5,4,0,0,One year,Credit card,No,No internet,36-50,1
CUST01644,67,101.88,7210.06,5,7,1,One year,Bank transfer,DSL,Yes,26-35,0
CUST01645,39,41.55,1468.33,4,5,4,One year,Electronic check,Fiber optic,No internet,65+,1
CUST01646,68,75.21,5240.14,2,3,7,Two year,Mailed check,DSL,Yes,65+,0
CUST01647,42,111.33,4992.39,2,10,5,Two year,Electronic check,No,No,36-50,1
CUST01648,41,119.89,4534.61,5,1,4,Month-to-month,Electronic check,No,Yes,26-35,1
CUST01649,55,69.56,3872.32,2,8,7,Month-to-month,Mailed check,No,No internet,26-35,1
CUST01650,19,115.28,2204.29,1,4,1,Two year,Electronic check,Fiber optic,No,36-50,1
CUST01651,67,63.07,4208.46,3,1,6,Month-to-month,Mailed check,DSL,Yes,18-25,0
CUST01652,52,42.8,2206.62,3,2,7,One year,Electronic check,No,No,18-25,0
CUST01653,66,30.34,2102.28,3,4,1,One year,Mailed check,DSL,No internet,18-25,0
CUST01654,40,91.13,3793.23,1,1,3,One year,Mailed check,DSL,Yes,51-65,0
CUST01655,10,28.93,295.52,4,0,1,One year,Electronic check,No,No internet,36-50,1
CUST01656,49,117.13,6209.73,2,6,8,One year,Bank transfer,Fiber optic,No,18-25,1
CUST01657,35,100.7,3311.91,3,10,5,One year,Electronic check,Fiber optic,No internet,36-50,1
CUST01658,53,98.79,4742.3,2,0,1,Two year,Bank transfer,DSL,No,26-35,1
CUST01659,29,116.87,3305.45,5,7,2,Two year,Bank transfer,No,Yes,51-65,1
CUST01660,27,59.06,1604.31,5,5,0,Two year,Mailed check,DSL,No internet,26-35,1
CUST01661,34,22.94,813.68,5,1,3,Two year,Electronic check,DSL,No internet,18-25,0
CUST01662,9,38.9,371.35,3,0,0,One year,Electronic check,DSL,No internet,51-65,0
CUST01663,60,23.39,1457.02,2,7,9,One year,Electronic check,No,Yes,36-50,1
CUST01664,24,79.39,1850.26,3,9,3,Month-to-month,Credit card,No,No internet,51-65,1
CUST01665,46,104.47,4450.42,3,2,0,Month-to-month,Credit card,Fiber optic,No internet,18-25,0
CUST01666,58,40.47,2256.2,5,10,4,Month-to-month,Bank transfer,Fiber optic,No internet,18-25,0
CUST01667,53,91.16,4880.57,2,6,4,Two year,Mailed check,No,Yes,18-25,0
CUST01668,7,29.05,183.53,5,1,0,Two year,Electronic check,Fiber optic,No,18-25,0
CUST01669,31,24.1,712.82,5,4,4,One year,Credit card,No,No,26-35,0
CUST01670,32,51.34,1593.79,2,8,1,Two year,Mailed check,No,No,51-65,0
CUST01671,63,77.38,4928.36,2,0,2,One year,Electronic check,Fiber optic,No,51-65,0
CUST01672,61,29.59,1654.38,5,8,2,Month-to-month,Mailed check,DSL,No internet,65+,1
CUST01673,36,27.3,1026.34,1,7,5,Two year,Credit card,DSL,No,18-25,0
CUST01674,10,50.07,490.82,3,6,0,Two year,Bank transfer,DSL,No internet,51-65,1
CUST01675,47,100.02,4392.99,3,7,3,Two year,Electronic check,No,Yes,26-35,1
CUST01676,64,120.0,7939.75,3,8,10,One year,Credit card,DSL,No,65+,1
CUST01677,72,108.74,8036.79,3,3,2,One year,Credit card,DSL,Yes,65+,0
CUST01678,4,75.06,280.03,2,6,0,Two year,Mailed check,No,No,51-65,1
CUST01679,3,34.84,103.06,2,8,0,Two year,Electronic check,Fiber optic,Yes,51-65,1
CUST01680,40,60.25,2566.78,5,2,0,Month-to-month,Bank transfer,No,No internet,51-65,0
CUST01681,2,103.2,216.69,1,7,0,Month-to-month,Mailed check,No,Yes,65+,1
CUST01682,66,95.18,6177.49,4,9,3,Two year,Credit card,No,No internet,26-35,1
CUST01683,35,70.46,2512.4,4,7,5,One year,Mailed check,Fiber optic,No internet,26-35,1
CUST01684,53,54.76,3106.85,3,10,4,One year,Bank transfer,Fiber optic,No,51-65,1
CUST01685,47,87.7,3783.75,5,8,2,Two year,Credit card,Fiber optic,No internet,36-50,0
CUST01686,64,67.66,4200.35,1,3,4,Month-to-month,Credit card,DSL,No,26-35,0
CUST01687,51,81.15,4533.23,1,3,2,Two year,Mailed check,No,No,36-50,0
CUST01688,22,115.3,2471.27,4,3,1,Month-to-month,Mailed check,Fiber optic,Yes,51-65,1
CUST01689,30,53.5,1583.39,3,2,5,Month-to-month,Electronic check,Fiber optic,No,51-65,1
CUST01690,48,32.22,1497.87,5,3,7,Month-to-month,Credit card,No,No,26-35,0
CUST01691,52,92.33,5057.61,5,3,3,Month-to-month,Mailed check,Fiber optic,Yes,26-35,0
CUST01692,34,32.95,1127.65,3,6,1,Month-to-month,Mailed check,DSL,Yes,51-65,0
CUST01693,23,38.62,932.84,2,1,0,Month-to-month,Bank transfer,No,No,18-25,0
CUST01694,1,74.32,75.57,2,10,0,Month-to-month,Mailed check,DSL,No,26-35,1
CUST01695,25,43.32,1139.68,1,10,4,Two year,Bank transfer,No,No,36-50,1
CUST01696,52,83.46,4746.37,2,5,7,Month-to-month,Electronic check,Fiber optic,Yes,51-65,1
CUST01697,13,79.24,1092.12,3,10,2,Month-to-month,Mailed check,Fiber optic,No internet,51-65,1
CUST01698,70,21.66,1660.92,4,4,5,One year,Bank transfer,DSL,No,51-65,0
CUST01699,70,99.16,6890.62,2,6,4,Month-to-month,Electronic check,DSL,No internet,26-35,0
CUST01700,58,39.82,2526.53,5,6,8,One year,Bank transfer,No,No internet,26-35,0
CUST01701,5,42.09,208.63,5,7,0,Two year,Bank transfer,DSL,No internet,36-50,1
CUST01702,3,43.8,120.75,5,5,0,Month-to-month,Credit card,DSL,No,18-25,1
CUST01703,51,63.59,3487.59,5,6,0,One year,Mailed check,DSL,No,51-65,0
CUST01704,54,67.1,3892.13,5,9,8,Two year,Electronic check,No,No internet,18-25,1
CUST01705,1,43.11,41.69,3,2,0,One year,Bank transfer,DSL,Yes,36-50,1
CUST01706,46,76.6,3453.44,4,4,3,Month-to-month,Electronic check,No,No,65+,0
CUST01707,37,20.72,775.28,3,5,6,Two year,Electronic check,Fiber optic,No,51-65,0
CUST01708,48,39.84,1900.82,5,7,3,Month-to-month,Credit card,No,Yes,51-65,1
CUST01709,27,58.02,1527.7,2,5,3,Two year,Mailed check,DSL,No internet,26-35,1
CUST01710,22,114.71,2374.48,5,7,2,Month-to-month,Mailed check,No,No,18-25,1
CUST01711,13,78.03,919.72,1,4,2,Two year,Mailed check,Fiber optic,No internet,18-25,1
CUST01712,57,40.79,2491.9,2,6,4,Two year,Bank transfer,No,No,65+,0
CUST01713,46,81.4,3841.83,3,1,7,One year,Credit card,No,No internet,18-25,1
CUST01714,26,69.56,1959.92,3,10,2,Month-to-month,Electronic check,Fiber optic,No,26-35,1
CUST01715,35,61.85,2364.5,3,4,3,Month-to-month,Bank transfer,No,No,65+,0
CUST01716,8,94.42,798.62,3,2,0,One year,Credit card,No,Yes,51-65,1
CUST01717,70,99.88,6716.05,4,7,1,Two year,Bank transfer,Fiber optic,No,26-35,0
CUST01718,34,55.48,1926.4,4,8,2,One year,Bank transfer,No,No,18-25,0
CUST01719,20,43.97,881.42,5,10,3,One year,Mailed check,No,No internet,26-35,1
CUST01720,34,113.03,3687.89,2,5,2,Month-to-month,Credit card,DSL,Yes,36-50,0
CUST01721,50,23.22,1099.5,4,1,0,Two year,Credit card,DSL,No,36-50,0
CUST01722,54,82.19,4333.3,1,4,9,One year,Electronic check,Fiber optic,No,51-65,1
CUST01723,56,93.47,5321.04,1,6,1,Month-to-month,Bank transfer,DSL,No,18-25,0
CUST01724,31,92.7,3055.4,4,5,2,Two year,Credit card,No,No internet,18-25,1
CUST01725,6,98.78,569.29,3,8,0,Month-to-month,Bank transfer,Fiber optic,Yes,65+,1
CUST01726,54,91.46,5098.37,1,1,3,Month-to-month,Credit card,DSL,No internet,36-50,0
CUST01727,62,39.3,2445.69,1,0,1,Month-to-month,Electronic check,Fiber optic,No,18-25,0
CUST01728,70,29.26,1996.91,1,6,11,Two year,Electronic check,No,No internet,65+,1
CUST01729,15,38.97,573.0,3,0,1,One year,Credit card,No,Yes,65+,0
CUST01730,29,103.33,3042.35,5,7,0,One year,Credit card,Fiber optic,Yes,65+,0
CUST01731,2,84.2,172.12,2,9,0,Two year,Bank transfer,No,No internet,36-50,1
CUST01732,3,69.04,224.18,1,9,0,Month-to-month,Bank transfer,DSL,Yes,26-35,1
CUST01733,36,77.65,2607.1,2,0,4,One year,Credit card,No,Yes,26-35,1
CUST01734,62,107.28,6083.39,4,7,5,Month-to-month,Mailed check,Fiber optic,No internet,18-25,0
CUST01735,50,59.94,2738.23,2,6,2,Two year,Credit card,No,Yes,18-25,0
CUST01736,50,79.19,4220.96,1,6,5,Month-to-month,Credit card,No,No,18-25,1
CUST01737,9,74.2,721.12,2,10,0,Two year,Bank transfer,DSL,Yes,26-35,1
CUST01738,42,55.72,2515.67,5,7,2,Month-to-month,Credit card,Fiber optic,No internet,36-50,1
CUST01739,56,75.5,4386.57,5,1,0,Two year,Mailed check,No,Yes,65+,0
CUST01740,52,106.02,5015.1,3,5,0,Month-to-month,Credit card,DSL,No,18-25,0
CUST01741,67,32.24,2283.65,1,8,0,One year,Electronic check,No,No,18-25,0
CUST01742,70,90.15,6552.56,4,1,4,Month-to-month,Electronic check,Fiber optic,No internet,36-50,1
CUST01743,34,48.05,1756.32,1,6,0,Two year,Electronic check,No,Yes,51-65,0
CUST01744,17,89.23,1503.78,3,6,1,Two year,Electronic check,No,No internet,18-25,1
CUST01745,63,45.79,2947.31,3,1,4,Month-to-month,Credit card,Fiber optic,No internet,36-50,0
CUST01746,59,112.99,7328.8,4,6,2,Two year,Electronic check,Fiber optic,No,51-65,0
CUST01747,11,107.81,1258.59,2,0,0,One year,Electronic check,Fiber optic,Yes,65+,1
CUST01748,52,32.35,1846.8,4,8,5,Two year,Mailed check,DSL,No internet,51-65,0
CUST01749,50,28.48,1497.64,4,2,8,One year,Mailed check,DSL,Yes,36-50,0
CUST01750,67,32.75,2329.38,4,8,9,Two year,Mailed check,Fiber optic,No internet,18-25,1
CUST01751,16,59.58,930.11,4,7,2,One year,Credit card,DSL,Yes,36-50,1
CUST01752,64,115.18,6938.49,2,5,2,One year,Bank transfer,Fiber optic,No internet,51-65,0
CUST01753,5,20.07,96.76,5,9,0,Two year,Mailed check,DSL,No,26-35,1
CUST01754,14,56.2,841.75,3,2,0,Month-to-month,Electronic check,DSL,Yes,26-35,0
CUST01755,16,71.5,1114.59,4,0,1,Two year,Bank transfer,Fiber optic,No internet,26-35,0
CUST01756,32,34.94,1168.53,1,0,4,Two year,Electronic check,Fiber optic,No internet,26-35,1
CUST01757,14,99.28,1327.98,1,4,0,Two year,Mailed check,No,Yes,36-50,1
CUST01758,26,88.09,2352.26,4,9,4,Month-to-month,Bank transfer,DSL,Yes,51-65,1
CUST01759,68,34.73,2169.27,4,9,9,Two year,Credit card,No,Yes,18-25,1
CUST01760,6,100.4,610.46,2,4,0,One year,Mailed check,DSL,No internet,36-50,1
CUST01761,47,70.39,3276.34,3,5,2,One year,Bank transfer,No,No,65+,0
CUST01762,67,115.04,7158.44,4,10,2,Month-to-month,Bank transfer,No,No,26-35,1
CUST01763,42,31.68,1436.75,5,10,2,Two year,Credit card,Fiber optic,Yes,26-35,1
CUST01764,33,53.64,1674.68,5,2,4,One year,Mailed check,Fiber optic,No,51-65,1
CUST01765,49,111.51,5691.94,5,2,8,Two year,Mailed check,Fiber optic,No,65+,1
CUST01766,58,27.9,1671.64,1,10,7,Month-to-month,Mailed check,No,No,65+,1
CUST01767,25,30.27,798.69,2,6,1,Month-to-month,Credit card,Fiber optic,No,18-25,1
CUST01768,33,99.04,3113.62,1,10,0,One year,Electronic check,Fiber optic,Yes,65+,1
CUST01769,49,113.14,5380.35,4,4,4,Month-to-month,Bank transfer,DSL,No internet,65+,1
CUST01770,62,29.67,1700.65,3,3,3,Two year,Mailed check,DSL,No internet,51-65,0
CUST01771,60,22.85,1240.8,1,3,10,One year,Bank transfer,Fiber optic,No,65+,0
CUST01772,64,56.43,3764.24,3,8,6,Two year,Credit card,Fiber optic,No internet,51-65,0
CUST01773,7,114.8,883.31,2,1,1,Two year,Bank transfer,Fiber optic,No internet,36-50,1
CUST01774,28,65.63,2013.18,2,8,1,Month-to-month,Bank transfer,DSL,Yes,26-35,1
CUST01775,22,38.62,912.67,3,4,0,One year,Credit card,Fiber optic,No,26-35,0
CUST01776,16,118.06,1976.55,5,3,1,One year,Mailed check,Fiber optic,Yes,51-65,1
CUST01777,3,42.12,123.45,3,6,0,Month-to-month,Mailed check,Fiber optic,No internet,26-35,1
CUST01778,21,105.48,2237.06,2,1,1,Month-to-month,Credit card,No,Yes,65+,1
CUST01779,54,106.52,5794.86,4,8,4,One year,Bank transfer,Fiber optic,No,26-35,0
